id,dataset,weight,height,sex
ID2460,training,63.9,158.9,0
ID2461,training,64.6,144.9,0
ID2462,training,69,178.3,1
ID2463,training,68.3,188.8,1
ID2464,training,64.2,130.2,0
ID2465,training,62.5,150.7,1
ID2466,training,59.9,125.5,0
ID2467,training,61.9,149.1,1
ID2468,training,64.5,129.2,0
ID2469,training,68.9,180.8,1
ID2470,training,64.7,177.5,1
ID2471,training,66.5,168.2,1
ID2472,training,69.6,165.8,1
ID2473,training,66.2,166.7,1
ID2474,training,71.6,177.9,1
ID2475,training,65.4,172.6,1
ID2476,training,69.7,181.9,1
ID2477,training,65.2,167.5,1
ID2478,training,66.7,148.6,0
ID2479,training,67.4,171.1,1
ID2480,training,62.8,150.3,0
ID2481,training,65.6,175.9,1
ID2482,training,64.2,152.8,1
ID2483,training,62.2,134,0
ID2484,training,61.4,125,0
ID2485,training,65.3,140.1,0
ID2486,training,64.8,158.2,1
ID2487,training,69.2,176.2,1
ID2488,training,67,140,0
ID2489,training,65.3,149.6,0
ID2490,training,69.1,164.8,0
ID2491,training,64.5,148.2,0
ID2492,training,66.1,131.2,0
ID2493,training,63.6,158.7,1
ID2494,training,66.4,132.6,0
ID2495,training,63.2,133.7,0
ID2496,training,69.7,177.1,1
ID2497,training,67.5,175,0
ID2498,training,60.3,127,0
ID2499,training,61.8,127.3,0
ID2500,training,68.3,169.2,1
ID2501,training,65,170.6,1
ID2502,training,64.3,177.5,1
ID2503,training,69.3,180.3,1
ID2504,training,68.5,180.9,0
ID2505,training,63.2,142.7,0
ID2506,training,63.5,127.3,0
ID2507,training,67.7,177.9,1
ID2508,training,64.5,159.4,1
ID2509,training,67.4,173.1,1
ID2510,training,61.5,125,0
ID2511,training,66.9,169.4,1
ID2512,training,69.4,181.9,0
ID2513,training,68.2,174.1,1
ID2514,training,69.1,176.1,1
ID2515,training,70.7,162.3,0
ID2516,training,68.1,168.5,1
ID2517,training,65,140.8,0
ID2518,training,67.7,185,1
ID2519,training,69.9,181.7,1
ID2520,training,67.5,183.3,1
ID2521,training,65.5,141.9,0
ID2522,training,66.6,163.2,1
ID2523,training,65.2,174.5,0
ID2524,training,61.6,127.1,0
ID2525,training,64.1,137.8,0
ID2526,training,66.4,159.4,1
ID2527,training,64,127.4,0
ID2528,training,65.1,157.6,0
ID2529,training,64.8,151.2,0
ID2530,training,66.8,152.4,0
ID2531,training,69,173.1,1
ID2532,training,67.2,170.3,1
ID2533,training,63.4,136.7,1
ID2534,training,67.9,188.9,1
ID2535,training,69.8,178.4,1
ID2536,training,62.4,134.2,0
ID2537,training,67.1,170,1
ID2538,training,65.8,170.2,1
ID2539,training,63.9,131,0
ID2540,training,65.8,167,1
ID2541,training,69.3,172.9,1
ID2542,training,62.4,128.4,0
ID2543,training,61.7,129,0
ID2544,training,66.7,143.6,0
ID2545,training,65.3,133.7,0
ID2546,training,63,141.4,0
ID2547,training,67.6,178.9,1
ID2548,training,65.2,155.6,0
ID2549,training,62.3,127.1,0
ID2550,training,67,150.8,0
ID2551,training,66.2,142.9,0
ID2552,training,65.5,139,0
ID2553,training,69.1,163.9,0
ID2554,training,67.1,165,1
ID2555,training,65.6,148.5,0
ID2556,training,69.9,183.3,1
ID2557,training,65,151.9,0
ID2558,training,67.8,185.7,1
ID2559,training,65.9,143,0
ID2560,training,64.8,146,0
ID2561,training,69.6,174.2,1
ID2562,training,64.9,134.8,0
ID2563,training,63.4,165.6,0
ID2564,training,68.1,189.4,1
ID2565,training,65.7,138.5,0
ID2566,training,64.1,146.6,0
ID2567,training,62,132.2,0
ID2568,training,63.6,134.8,0
ID2569,training,61.1,133.2,0
ID2570,training,64.1,146.2,1
ID2571,training,68.9,180.8,1
ID2572,training,64.5,143.3,0
ID2573,training,63.9,131.5,0
ID2574,training,63.6,134.8,0
ID2575,training,65.3,161.5,0
ID2576,training,63.5,131.4,0
ID2577,training,68.2,166.5,1
ID2578,training,69,183.6,1
ID2579,training,66.4,186.1,1
ID2580,training,63.4,134.3,0
ID2581,training,69,177.1,1
ID2582,training,65.8,172.7,1
ID2583,training,67.8,162.2,0
ID2584,training,65.3,161.1,1
ID2585,training,62.7,139.9,0
ID2586,training,65.8,156.9,0
ID2587,training,62.3,137.5,0
ID2588,training,63.5,137.6,0
ID2589,training,71,188.7,1
ID2590,training,69.3,172.3,1
ID2591,training,66.2,139,0
ID2592,training,65.1,142.3,0
ID2593,training,69.3,182.1,1
ID2594,training,65.7,148.1,1
ID2595,training,63.6,134.6,0
ID2596,training,65.1,154.5,0
ID2597,training,64.7,143.9,0
ID2598,training,64.2,132.2,0
ID2599,training,67.4,158.8,1
ID2600,training,67.9,170.8,1
ID2601,training,67.9,168.8,1
ID2602,training,68.1,187.4,1
ID2603,training,68.4,175.3,1
ID2604,training,66.8,173.2,1
ID2605,training,64.8,154.9,0
ID2606,training,65.9,168.1,1
ID2607,training,67.1,154.7,0
ID2608,training,70.4,163.9,0
ID2609,training,64.9,133.5,1
ID2610,training,69.9,179.7,1
ID2611,training,67.4,167.9,1
ID2612,training,66.1,173.4,1
ID2613,training,63.7,136.9,0
ID2614,training,65.6,145.1,0
ID2615,training,64.8,145.9,0
ID2616,training,66.7,170.7,1
ID2617,training,69.7,177.1,1
ID2618,training,65.2,129.1,0
ID2619,training,66.7,182.2,1
ID2620,training,62.8,131.1,0
ID2621,training,61.2,142.4,0
ID2622,training,66.1,167.6,0
ID2623,training,68.4,180.3,1
ID2624,training,63.4,132.8,0
ID2625,training,70.3,189.3,1
ID2626,training,66.3,166.1,1
ID2627,training,65.2,148.4,0
ID2628,training,67.4,178.3,1
ID2629,training,62.1,130.3,0
ID2630,training,65.8,167.7,1
ID2631,training,64.7,135.1,0
ID2632,training,63.9,146.6,0
ID2633,training,69.1,171.7,1
ID2634,training,63.5,156.8,1
ID2635,training,69.2,189.1,1
ID2636,training,70.9,179.4,1
ID2637,training,62.1,127.1,0
ID2638,training,68,167.2,1
ID2639,training,64.8,140.5,0
ID2640,training,68.7,180.2,1
ID2641,training,67.2,178.2,1
ID2642,training,66.7,157.7,1
ID2643,training,66.3,134.6,0
ID2644,training,61.4,128.4,0
ID2645,training,66.6,165.5,1
ID2646,training,67.7,166.4,1
ID2647,training,64,143.3,0
ID2648,training,64.7,141.4,0
ID2649,training,66.2,150,1
ID2650,training,63.1,138.8,0
ID2651,training,67.1,181.5,1
ID2652,training,66.9,156,0
ID2653,training,67.1,170.8,1
ID2654,training,66.8,163.7,1
ID2655,training,67.9,174.7,1
ID2656,training,64,139.3,0
ID2657,training,68.9,168.4,0
ID2658,training,66.7,173.5,0
ID2659,training,70,188.6,1
ID2660,training,66.6,138.6,0
ID2661,training,66.9,156.5,0
ID2662,training,67.5,164.3,1
ID2663,training,67.9,174.3,1
ID2664,training,65,178.3,1
ID2665,training,69.1,172,1
ID2666,training,67.9,178.3,1
ID2667,training,62.8,130.1,0
ID2668,training,62.8,126.7,0
ID2669,training,67.5,172.9,1
ID2670,training,66.2,156.5,0
ID2671,training,67.8,163.6,0
ID2672,training,62,140.3,1
ID2673,training,65.8,163.9,1
ID2674,training,66.7,174.7,1
ID2675,training,67.5,168.5,0
ID2676,training,65.9,161.7,0
ID2677,training,66.4,186,1
ID2678,training,68.6,186.1,1
ID2679,training,67.7,163.3,0
ID2680,training,68.8,186.9,1
ID2681,training,65.6,172.8,1
ID2682,training,68.2,159,0
ID2683,training,70.8,188.7,1
ID2684,training,66.3,158.7,0
ID2685,training,64.2,130.4,0
ID2686,training,69.6,182.9,1
ID2687,training,64.5,151.9,0
ID2688,training,72.2,186.2,1
ID2689,training,66.8,156,0
ID2690,training,68.2,188.2,1
ID2691,training,61.4,126,0
ID2692,training,68.6,181.7,1
ID2693,training,67.3,168.6,0
ID2694,training,66.1,144.9,0
ID2695,training,63.1,146.9,0
ID2696,training,63.4,140.1,0
ID2697,training,63.5,165.7,1
ID2698,training,67.9,174.1,1
ID2699,training,63.8,153.6,0
ID2700,training,65.1,152.5,1
ID2701,training,66.3,154.7,0
ID2702,training,72.8,189,1
ID2703,training,64.7,134.8,0
ID2704,training,63.7,149.2,0
ID2705,training,65.4,157.1,1
ID2706,training,71.3,184.5,1
ID2707,training,67.9,184.4,1
ID2708,training,69.2,179.8,1
ID2709,training,61.9,127.5,0
ID2710,training,68.9,188.3,1
ID2711,training,65.4,146.1,0
ID2712,training,63.5,156.4,1
ID2713,training,60.2,126.3,0
ID2714,training,69.1,183.4,1
ID2715,training,68.2,144.3,0
ID2716,training,67.6,160.7,0
ID2717,training,64.7,130.5,0
ID2718,training,67.7,175,0
ID2719,training,68.2,181.6,1
ID2720,training,63.9,154.2,0
ID2721,training,62.5,132.1,0
ID2722,training,65.6,170.1,1
ID2723,training,63.9,142.2,0
ID2724,training,67.6,174,1
ID2725,training,66.5,171,1
ID2726,training,63.6,138.5,0
ID2727,training,64.3,145.5,0
ID2728,training,68.8,187.6,1
ID2729,training,64,168.3,1
ID2730,training,65,142.1,0
ID2731,training,65.3,128.2,0
ID2732,training,64.8,177.2,1
ID2733,training,64.6,129.4,0
ID2734,training,66.5,144.2,0
ID2735,training,62.7,133.3,0
ID2736,training,68,171.8,0
ID2737,training,62.9,142.9,0
ID2738,training,62.5,126.5,0
ID2739,training,63.9,137.4,0
ID2740,training,68.9,172.4,1
ID2741,training,64,149.4,0
ID2742,training,68.4,165.6,0
ID2743,training,68.6,187.3,1
ID2744,training,68,188.9,0
ID2745,training,69.5,163.8,0
ID2746,training,61.9,133.5,0
ID2747,training,64.8,152.9,0
ID2748,training,64.6,167.4,1
ID2749,training,62,146.2,0
ID2750,training,65.2,137.8,0
ID2751,training,63.8,166.1,0
ID2752,training,67.8,166.8,0
ID2753,training,67.7,179.6,1
ID2754,training,63.9,140.4,1
ID2755,training,70.3,183.8,1
ID2756,training,64.8,140.4,0
ID2757,training,62.8,139.3,1
ID2758,training,65.2,128.7,0
ID2759,training,69.1,189.6,1
ID2760,training,68.9,178.2,1
ID2761,training,67.4,158.8,0
ID2762,training,67.6,178.9,1
ID2763,training,68.2,176.5,1
ID2764,training,67.4,146,0
ID2765,training,62.9,125,0
ID2766,training,69.1,188.6,1
ID2767,training,68.8,178.3,1
ID2768,training,64.1,149.8,0
ID2769,training,65.2,158.9,1
ID2770,training,64.4,154,1
ID2771,training,65.4,147.9,0
ID2772,training,64.6,128,0
ID2773,training,64.6,160.2,1
ID2774,training,65.8,170.8,1
ID2775,training,67.5,183.4,1
ID2776,training,62.1,130.6,0
ID2777,training,66.5,161.8,1
ID2778,training,65.4,158,1
ID2779,training,66.4,173.4,1
ID2780,training,63.2,142.1,0
ID2781,training,67.2,158.5,1
ID2782,training,63.7,160.1,1
ID2783,training,66.3,148.3,1
ID2784,training,62.5,127.1,0
ID2785,training,63,137.2,0
ID2786,training,67.8,159.1,1
ID2787,training,66.4,160.4,0
ID2788,training,65.4,145.9,0
ID2789,training,63.7,145.6,0
ID2790,training,67.4,189.6,1
ID2791,training,65.3,156.3,1
ID2792,training,66.3,165.7,1
ID2793,training,69.4,173.4,1
ID2794,training,62.2,126.4,0
ID2795,training,65.6,155.9,0
ID2796,training,67.7,175.6,1
ID2797,training,65.5,150.3,0
ID2798,training,65.1,146.8,0
ID2799,training,61,125.1,0
ID2800,training,66.5,175.9,1
ID2801,training,67.9,177,1
ID2802,training,65,143.7,0
ID2803,training,69.8,187.8,1
ID2804,training,60.5,133.5,0
ID2805,training,59.8,128.3,0
ID2806,training,66.5,180.5,1
ID2807,training,67.9,163.7,1
ID2808,training,63.5,134.9,0
ID2809,training,61.8,137.4,0
ID2810,training,61.4,128,0
ID2811,training,65.2,166.7,1
ID2812,training,64.9,140.2,0
ID2813,training,62,132.8,0
ID2814,training,63.9,140.7,0
ID2815,training,66.6,143.3,0
ID2816,training,68.9,180.7,1
ID2817,training,71.2,185.2,1
ID2818,training,66,163.6,0
ID2819,training,66.7,156.8,0
ID2820,training,63.1,125.4,0
ID2821,training,63.7,138,0
ID2822,training,65.9,152,0
ID2823,training,61.8,148,0
ID2824,training,62.2,131.8,0
ID2825,training,69.4,174.9,1
ID2826,training,69,159.3,1
ID2827,training,65.5,132.3,0
ID2828,training,63,141.1,0
ID2829,training,64,155.6,0
ID2830,training,68.4,183.8,1
ID2831,training,66.9,168.9,1
ID2832,training,62.8,135,0
ID2833,training,67.9,147.9,0
ID2834,training,64.2,169.9,1
ID2835,training,64.3,141.4,0
ID2836,training,61.7,144.8,1
ID2837,training,65.4,154.2,0
ID2838,training,69.3,184.7,1
ID2839,training,63.5,127.3,0
ID2840,training,68.1,175,1
ID2841,training,69.9,187.1,1
ID2842,training,62.4,147.8,0
ID2843,training,61.8,135.9,1
ID2844,training,65.9,174.3,1
ID2845,training,66.2,156,0
ID2846,training,64.1,135,0
ID2847,training,65.4,142.9,0
ID2848,training,64.4,146.7,1
ID2849,training,67,181.8,0
ID2850,training,63.7,136.4,0
ID2851,training,65.7,164.6,1
ID2852,training,68.2,163.6,1
ID2853,training,67.2,158.1,1
ID2854,training,66.4,166,1
ID2855,training,68.2,169.8,1
ID2856,training,71.6,179.8,1
ID2857,training,60.9,126.4,0
ID2858,training,65.8,157.6,1
ID2859,training,70.5,188.8,1
ID2860,training,66.4,156.8,0
ID2861,training,61.8,136.9,0
ID2862,training,65,172.5,1
ID2863,training,63.9,130.9,0
ID2864,training,65.9,139.5,0
ID2865,training,67.2,182.5,1
ID2866,training,64.3,155.5,0
ID2867,training,61.7,132.7,0
ID2868,training,62.1,125.1,0
ID2869,training,67.3,176.3,1
ID2870,training,69.4,182.7,0
ID2871,training,66.2,143.7,0
ID2872,training,62.8,135.6,0
ID2873,training,63.1,141.8,0
ID2874,training,67.5,186.3,1
ID2875,training,66.7,176.9,1
ID2876,training,63.5,129.1,0
ID2877,training,68.6,179.2,1
ID2878,training,67.7,169.7,1
ID2879,training,67.2,171.2,0
ID2880,training,67.1,149.9,0
ID2881,training,67.9,176.9,1
ID2882,training,61.1,127.4,0
ID2883,training,68.5,148.8,0
ID2884,training,65.5,173.8,1
ID2885,training,66,172.1,1
ID2886,training,67.8,182.2,1
ID2887,training,66.2,145.8,0
ID2888,training,70.5,177.1,1
ID2889,training,61.7,126.8,0
ID2890,training,66.1,141,0
ID2891,training,67,166.4,0
ID2892,training,64,141.9,0
ID2893,training,63.4,138.2,0
ID2894,training,63.3,139.2,0
ID2895,training,63.8,138.2,0
ID2896,training,62.4,130.8,0
ID2897,training,64.7,138.9,0
ID2898,training,67.2,179.7,1
ID2899,training,63.7,145,0
ID2900,training,62.2,130,0
ID2901,training,63.1,133.1,0
ID2902,training,66,168.6,1
ID2903,training,65.9,147,0
ID2904,training,67.5,183,1
ID2905,training,68,189.4,1
ID2906,training,63.7,134.3,0
ID2907,training,62,133.7,0
ID2908,training,69.8,176,1
ID2909,training,68,176.7,1
ID2910,training,63.6,145.5,0
ID2911,training,64.5,151.8,0
ID2912,training,64.1,153.9,1
ID2913,training,62.7,126.7,0
ID2914,training,67.7,179.3,1
ID2915,training,64.9,154.7,0
ID2916,training,65.5,135,0
ID2917,training,65.2,176.9,1
ID2918,training,70.1,180.2,1
ID2919,training,65.8,147,0
ID2920,training,64.8,150,0
ID2921,training,67.4,187.2,1
ID2922,training,63.9,136.6,0
ID2923,training,64.1,128.6,0
ID2924,training,65.9,146.4,0
ID2925,training,61.4,131.6,0
ID2926,training,65.7,139.5,0
ID2927,training,68.9,186.5,1
ID2928,training,66.5,180.3,1
ID2929,training,63.9,125.4,0
ID2930,training,65.1,145.7,0
ID2931,training,65.7,163,1
ID2932,training,68.5,156.7,0
ID2933,training,68.5,178.3,1
ID2934,training,64.8,157,1
ID2935,training,65.5,146.8,0
ID2936,training,68.7,180.9,1
ID2937,training,62.5,136.1,0
ID2938,training,65.7,182.1,1
ID2939,training,65,156.7,0
ID2940,training,67.7,179.8,1
ID2941,training,63.9,135.7,0
ID2942,training,67.7,172.1,1
ID2943,training,68.1,187.3,1
ID2944,training,65.9,156.4,0
ID2945,training,67.6,161.5,1
ID2946,training,62.6,133.9,0
ID2947,training,62.5,137.5,0
ID2948,training,62.2,133.6,0
ID2949,training,69.8,174,0
ID2950,training,66.8,162.1,0
ID2951,training,69.2,181.2,1
ID2952,training,66.9,180.5,1
ID2953,training,63,147.9,1
ID2954,training,70.5,174.9,1
ID2955,training,67.1,152.5,0
ID2956,training,67.8,166.4,0
ID2957,training,63.9,136.9,0
ID2958,training,63.8,141,0
ID2959,training,61.8,141.3,0
ID2960,training,64,136.3,0
ID2961,training,65.1,131.6,0
ID2962,training,64.5,145.1,0
ID2963,training,62.3,133.3,0
ID2964,training,66.2,158.2,0
ID2965,training,63.4,135.7,1
ID2966,training,69.1,167.8,1
ID2967,training,65,143.4,0
ID2968,training,63.7,132.3,0
ID2969,training,62.8,148.1,1
ID2970,training,66.4,134.2,0
ID2971,training,63.7,143.8,0
ID2972,training,63.8,152.6,0
ID2973,training,65.9,178.2,1
ID2974,training,62.2,131.9,0
ID2975,training,63.7,133,0
ID2976,training,65.7,161.4,1
ID2977,training,64.8,136,0
ID2978,training,61.5,141,0
ID2979,training,68.5,184,1
ID2980,training,71,179.2,1
ID2981,training,66.2,167.6,1
ID2982,training,64.4,159.3,0
ID2983,training,65.4,160.8,1
ID2984,training,68.4,179.7,1
ID2985,training,62.1,138.7,0
ID2986,training,69,180.4,1
ID2987,training,69.9,188.3,1
ID2988,training,68.4,181.7,1
ID2989,training,62.5,125.6,0
ID2990,training,66.1,140.3,0
ID2991,training,62.6,134.8,0
ID2992,training,70.9,182,1
ID2993,training,67.5,178.6,1
ID2994,training,67.3,184.1,1
ID2995,training,62.8,129.3,0
ID2996,training,66.7,166.4,0
ID2997,training,63.8,132.1,0
ID2998,training,63.1,127.1,0
ID2999,training,67.6,173.8,1
ID3000,training,66.6,174.9,1
ID3001,training,62.8,161,0
ID3002,training,64.5,144.1,0
ID3003,training,64,164.8,1
ID3004,training,62,137.4,0
ID3005,training,63.5,130.3,0
ID3006,training,64.7,143.5,0
ID3007,training,65.5,144.4,0
ID3008,training,67.2,188,1
ID3009,training,65.2,156.9,0
ID3010,training,68,161.9,0
ID3011,training,68.8,188,1
ID3012,training,64.5,126.6,0
ID3013,training,66.6,152.3,0
ID3014,training,69.6,186.4,1
ID3015,training,68.1,185.5,1
ID3016,training,67.7,171.9,1
ID3017,training,64.1,161.6,0
ID3018,training,68.5,176.1,1
ID3019,training,65.8,162,1
ID3020,training,65.8,165.5,1
ID3021,training,64,132.8,0
ID3022,training,63,138.6,0
ID3023,training,61.6,148.4,0
ID3024,training,72.7,187.2,1
ID3025,training,68.1,176.2,0
ID3026,training,70,183.6,1
ID3027,training,60,125.7,0
ID3028,training,67.1,159.6,0
ID3029,training,61.9,125.2,0
ID3030,training,65.5,146.7,0
ID3031,training,67.7,179.2,1
ID3032,training,68.2,183.2,1
ID3033,training,63.2,172,1
ID3034,training,67.1,180.9,1
ID3035,training,66.2,141.6,0
ID3036,training,63.3,126.8,0
ID3037,training,69.1,183.6,1
ID3038,training,64.4,149.5,1
ID3039,training,65.7,139.6,0
ID3040,training,68.5,170.1,0
ID3041,training,68.2,177.6,0
ID3042,training,69.6,188.2,1
ID3043,training,63.7,152.6,1
ID3044,training,70.4,184.7,0
ID3045,training,62.3,128.4,0
ID3046,training,70.5,178.9,1
ID3047,training,71.5,189.2,1
ID3048,training,60.8,137.8,0
ID3049,training,61.2,130.4,0
ID3050,training,64.5,158.9,1
ID3051,training,65.7,137.1,0
ID3052,training,68.2,178.7,1
ID3053,training,62.5,144.7,0
ID3054,training,64.9,181.1,1
ID3055,training,64.9,149.8,0
ID3056,training,67.9,160.9,0
ID3057,training,65.1,149.3,1
ID3058,training,67.4,163.6,0
ID3059,training,64.3,159.7,1
ID3060,training,68.2,186.2,1
ID3061,training,65.3,155.3,1
ID3062,training,67.3,173.1,1
ID3063,training,63.8,161,1
ID3064,training,66.4,170.2,1
ID3065,training,65.3,170.5,1
ID3066,training,63.4,143.8,0
ID3067,training,63.9,141.2,0
ID3068,training,65.1,144.8,0
ID3069,training,62.9,127.5,0
ID3070,training,64.2,127.2,0
ID3071,training,66,145.4,0
ID3072,training,62.4,127.8,0
ID3073,training,63.7,126.3,0
ID3074,training,67.9,159.5,0
ID3075,training,67.6,171.1,0
ID3076,training,68.3,171.9,1
ID3077,training,70.7,177,1
ID3078,training,67,188.2,1
ID3079,training,63.1,133.5,0
ID3080,training,70.5,173,1
ID3081,training,62,137,0
ID3082,training,63.3,128.7,0
ID3083,training,67.1,160.9,0
ID3084,training,65.3,129.3,0
ID3085,training,60.6,130.4,0
ID3086,training,64.3,153,0
ID3087,training,68.7,177.5,1
ID3088,training,66.4,157.3,1
ID3089,training,65.3,156.9,0
ID3090,training,65.9,137.7,0
ID3091,training,69.6,173.5,0
ID3092,training,64.1,134.3,0
ID3093,training,67.4,150.5,0
ID3094,training,62.7,141.3,0
ID3095,training,67.3,168.7,1
ID3096,training,67.5,165.9,0
ID3097,training,67.1,148.8,0
ID3098,training,70,189.9,1
ID3099,training,60,129.1,0
ID3100,training,69.8,178.7,1
ID3101,training,63.5,128.2,0
ID3102,training,69,182.7,1
ID3103,training,70,178.7,0
ID3104,training,63,141.2,0
ID3105,training,66.5,138.5,0
ID3106,training,64.9,148.9,1
ID3107,training,69,178,1
ID3108,training,64.6,146.4,0
ID3109,training,63.8,138,0
ID3110,training,69.4,169.8,0
ID3111,training,70.1,186.8,1
ID3112,training,63.9,144.4,0
ID3113,training,67.4,164.1,1
ID3114,training,68.6,161.4,0
ID3115,training,63.5,133.6,0
ID3116,training,65,150.5,0
ID3117,training,64.3,140.1,0
ID3118,training,66.1,161.6,1
ID3119,training,67.6,181.9,1
ID3120,training,65.1,173.4,1
ID3121,training,68,152.6,1
ID3122,training,63.9,162.2,1
ID3123,training,64.5,138,0
ID3124,training,66.2,169.1,0
ID3125,training,65.7,163.2,1
ID3126,training,67.4,174.6,1
ID3127,training,65.1,156.9,0
ID3128,training,65.5,155.6,0
ID3129,training,62.9,132.7,0
ID3130,training,64,145.2,0
ID3131,training,65.1,165.8,1
ID3132,training,63.9,145.6,0
ID3133,training,69,180.5,1
ID3134,training,63.9,138.9,0
ID3135,training,65.2,174.9,1
ID3136,training,67.7,169.8,1
ID3137,training,65.7,173.2,1
